"","TeamName","Season","NumOT","TeamID","Score","FGM","FGA","FGM3","FGA3","WFTM","FTA","OR","DR","Ast","TO","Stl","Blk","Pf","Won","FGPCT","FG3PCT","FTP"
"6998","Northern Arizona",2022,0,1319,76,27,55,10,23,12,21,9,21,12,19,7,1,13,"0",0.490909090909091,0.434782608695652,0.571428571428571
"6999","Southern Miss",2022,0,1379,62,24,60,8,26,6,9,5,23,15,7,3,1,15,"0",0.4,0.307692307692308,0.666666666666667
"7000","WI Green Bay",2022,0,1453,60,20,47,1,10,19,28,2,22,4,11,2,1,15,"0",0.425531914893617,0.1,0.678571428571429
"7001","Nebraska",2022,0,1304,61,17,58,6,20,21,29,9,31,9,15,4,6,18,"0",0.293103448275862,0.3,0.724137931034483
"7002","N Dakota St",2022,0,1295,76,29,58,5,15,13,17,3,30,9,11,5,3,20,"0",0.5,0.333333333333333,0.764705882352941
"7003","W Carolina",2022,0,1441,64,21,61,9,37,13,19,10,22,12,13,5,4,20,"0",0.344262295081967,0.243243243243243,0.684210526315789
"7004","Loy Marymount",2022,0,1258,65,25,53,5,19,10,13,5,20,11,9,3,2,17,"0",0.471698113207547,0.263157894736842,0.769230769230769
"7005","Santa Clara",2022,0,1365,85,32,63,8,20,13,17,4,27,14,6,6,7,17,"0",0.507936507936508,0.4,0.764705882352941
"7006","NC A&T",2022,0,1299,64,24,67,3,25,13,21,12,18,9,6,8,6,22,"0",0.358208955223881,0.12,0.619047619047619
"7007","Incarnate Word",2022,0,1230,68,27,56,10,25,4,4,7,19,10,21,6,2,23,"0",0.482142857142857,0.4,1
"7008","SIUE",2022,0,1188,77,27,62,9,25,14,19,7,23,9,14,7,3,25,"0",0.435483870967742,0.36,0.736842105263158
"7009","Sam Houston St",2022,0,1358,63,24,58,9,21,6,12,4,30,14,11,5,6,20,"0",0.413793103448276,0.428571428571429,0.5
"7010","Cal Baptist",2022,0,1465,77,21,49,8,24,27,33,10,18,14,17,7,5,21,"0",0.428571428571429,0.333333333333333,0.818181818181818
"7011","Temple",2022,0,1396,61,23,66,8,21,7,15,12,21,12,9,9,3,19,"0",0.348484848484849,0.380952380952381,0.466666666666667
"7012","Texas A&M",2022,0,1401,63,22,64,5,25,14,23,17,21,10,13,8,3,23,"0",0.34375,0.2,0.608695652173913
"7013","North Dakota",2022,0,1315,58,17,46,5,17,19,23,4,21,7,7,1,1,16,"0",0.369565217391304,0.294117647058824,0.826086956521739
"7014","St Joseph's PA",2022,0,1386,69,26,64,10,34,7,8,8,19,15,12,5,1,22,"0",0.40625,0.294117647058824,0.875
"7015","Duquesne",2022,0,1182,53,19,54,5,17,10,16,10,23,7,20,7,9,11,"0",0.351851851851852,0.294117647058824,0.625
"7016","Pepperdine",2022,0,1337,57,21,48,4,14,11,18,12,17,8,17,7,2,17,"0",0.4375,0.285714285714286,0.611111111111111
"7017","E Kentucky",2022,0,1184,95,36,74,17,40,6,10,8,13,19,9,11,2,16,"0",0.486486486486487,0.425,0.6
"7018","Wake Forest",2022,0,1448,72,27,56,11,27,7,10,9,17,16,16,4,2,17,"0",0.482142857142857,0.407407407407407,0.7
"7019","LSU",2022,0,1261,68,24,65,6,19,14,17,16,18,15,9,8,3,22,"0",0.369230769230769,0.315789473684211,0.823529411764706
"7020","Tennessee",2022,0,1397,51,19,53,5,18,8,16,12,17,7,8,9,0,17,"0",0.358490566037736,0.277777777777778,0.5
"7021","UT Arlington",2022,0,1426,53,21,50,7,19,4,8,5,18,10,11,6,2,15,"0",0.42,0.368421052631579,0.5
"7022","Mississippi St",2022,0,1280,50,19,48,4,16,8,12,5,15,8,21,9,0,18,"0",0.395833333333333,0.25,0.666666666666667
"7023","Drexel",2022,0,1180,62,26,60,7,17,3,4,8,16,7,9,1,2,17,"0",0.433333333333333,0.411764705882353,0.75
"7024","South Alabama",2022,0,1375,68,20,50,6,14,22,32,7,20,9,13,9,2,25,"0",0.4,0.428571428571429,0.6875
"7025","Wichita St",2022,0,1455,66,26,57,12,32,2,3,7,27,15,17,6,5,19,"0",0.456140350877193,0.375,0.666666666666667
"7026","South Florida",2022,0,1378,45,16,53,3,18,10,17,7,27,6,17,5,2,20,"0",0.30188679245283,0.166666666666667,0.588235294117647
"7027","Prairie View",2022,1,1341,74,24,61,9,27,17,27,13,26,19,13,7,4,23,"0",0.39344262295082,0.333333333333333,0.62962962962963
"7028","Cal Poly",2022,0,1142,48,17,44,5,15,9,20,3,21,8,15,4,3,22,"0",0.386363636363636,0.333333333333333,0.45
"7029","CS Fullerton",2022,0,1168,54,16,56,5,17,17,18,8,28,6,16,4,2,17,"0",0.285714285714286,0.294117647058824,0.944444444444444
"7030","Stanford",2022,0,1390,43,13,48,3,20,14,20,7,29,8,20,3,0,21,"0",0.270833333333333,0.15,0.7
"7031","Binghamton",2022,0,1127,68,24,54,12,25,8,14,2,26,14,11,4,8,20,"0",0.444444444444444,0.48,0.571428571428571
"7032","Presbyterian",2022,0,1342,67,27,59,7,18,6,11,7,21,13,9,4,4,23,"0",0.457627118644068,0.388888888888889,0.545454545454545
"7033","Hofstra",2022,0,1220,72,25,54,3,18,19,25,9,30,5,16,3,2,25,"0",0.462962962962963,0.166666666666667,0.76
"7034","California",2022,0,1143,72,28,56,8,16,8,11,6,21,9,7,3,2,25,"0",0.5,0.5,0.727272727272727
"7035","Nevada",2022,0,1305,49,18,58,2,15,11,13,8,21,9,14,10,6,13,"0",0.310344827586207,0.133333333333333,0.846153846153846
"7036","Florida Intl",2022,0,1198,68,25,57,7,20,11,17,12,23,12,17,1,5,20,"0",0.43859649122807,0.35,0.647058823529412
"7037","Richmond",2022,0,1350,62,22,62,4,22,14,21,16,18,10,13,12,3,12,"0",0.354838709677419,0.181818181818182,0.666666666666667
"7038","Georgia",2022,0,1208,77,28,54,4,17,17,21,5,27,17,12,3,0,23,"0",0.518518518518518,0.235294117647059,0.80952380952381
"7039","Maine",2022,0,1263,68,26,54,14,26,2,4,3,18,18,12,5,2,20,"0",0.481481481481481,0.538461538461538,0.5
"7040","St John's",2022,0,1385,62,25,63,4,21,8,17,12,21,16,10,6,5,20,"0",0.396825396825397,0.19047619047619,0.470588235294118
"7041","Florida St",2022,0,1199,72,26,52,5,13,15,17,8,14,16,14,7,3,9,"0",0.5,0.384615384615385,0.882352941176471
"7042","ETSU",2022,0,1190,79,29,60,12,26,9,13,7,22,13,9,6,6,15,"0",0.483333333333333,0.461538461538462,0.692307692307692
"7043","St Thomas MN",2022,0,1472,52,18,56,7,32,9,12,4,19,10,11,6,0,16,"0",0.321428571428571,0.21875,0.75
"7044","Utah",2022,2,1428,73,26,67,8,27,13,16,10,24,12,19,12,5,27,"0",0.388059701492537,0.296296296296296,0.8125
"7045","CS Sacramento",2022,0,1170,59,23,52,8,16,5,12,3,19,17,3,5,1,14,"0",0.442307692307692,0.5,0.416666666666667
"7046","Elon",2022,0,1189,61,24,57,8,30,5,9,8,23,15,12,7,3,22,"0",0.421052631578947,0.266666666666667,0.555555555555556
"7047","UNC Greensboro",2022,0,1422,66,21,52,10,24,14,18,8,12,8,10,6,1,18,"0",0.403846153846154,0.416666666666667,0.777777777777778
"7048","Creighton",2022,0,1166,64,23,56,6,21,12,15,6,22,8,12,6,6,17,"0",0.410714285714286,0.285714285714286,0.8
"7049","Princeton",2022,0,1343,74,27,64,12,33,8,18,10,21,12,13,9,4,20,"0",0.421875,0.363636363636364,0.444444444444444
"7050","WI Milwaukee",2022,0,1454,72,26,57,7,16,13,19,6,18,11,7,5,1,23,"0",0.456140350877193,0.4375,0.684210526315789
"7051","Kennesaw",2022,0,1244,58,22,55,3,12,11,21,11,26,11,12,4,10,11,"0",0.4,0.25,0.523809523809524
"7052","FL Gulf Coast",2022,0,1195,63,22,61,13,37,6,8,11,24,14,13,3,2,14,"0",0.360655737704918,0.351351351351351,0.75
"7053","Chicago St",2022,0,1152,65,24,61,7,25,10,12,8,18,11,6,8,2,20,"0",0.39344262295082,0.28,0.833333333333333
"7054","UTRGV",2022,0,1410,64,23,46,6,21,12,20,5,19,13,16,5,4,21,"0",0.5,0.285714285714286,0.6
"7055","CS Bakersfield",2022,0,1167,75,31,66,7,24,6,8,14,20,17,9,3,1,21,"0",0.46969696969697,0.291666666666667,0.75
"7056","Pittsburgh",2022,0,1338,56,20,57,5,18,11,19,13,20,6,13,10,3,11,"0",0.350877192982456,0.277777777777778,0.578947368421053
"7057","Indiana St",2022,0,1232,52,17,50,5,24,13,19,2,26,7,15,7,2,17,"0",0.34,0.208333333333333,0.684210526315789
"7058","LIU Brooklyn",2022,0,1254,81,28,77,7,32,18,26,13,31,20,8,6,9,24,"0",0.363636363636364,0.21875,0.692307692307692
"7059","Loyola MD",2022,1,1259,80,27,55,7,22,19,26,3,15,12,8,13,2,17,"0",0.490909090909091,0.318181818181818,0.730769230769231
"7060","East Carolina",2022,0,1187,59,15,52,6,20,23,27,7,29,10,13,6,5,16,"0",0.288461538461538,0.3,0.851851851851852
"7061","Brown",2022,0,1135,72,23,59,9,31,17,25,12,21,11,15,12,6,21,"0",0.389830508474576,0.290322580645161,0.68
"7062","Loyola-Chicago",2022,0,1260,68,27,55,6,23,8,12,4,25,14,14,4,4,22,"0",0.490909090909091,0.260869565217391,0.666666666666667
"7063","Central Conn",2022,0,1148,55,17,48,3,19,18,24,8,19,8,15,4,0,16,"0",0.354166666666667,0.157894736842105,0.75
"7064","Fordham",2022,0,1200,55,20,56,8,23,7,8,8,22,6,14,10,5,14,"0",0.357142857142857,0.347826086956522,0.875
"7065","Massachusetts",2022,0,1269,62,19,60,9,28,15,19,13,24,15,7,7,2,16,"0",0.316666666666667,0.321428571428571,0.789473684210526
"7066","St Peter's",2022,0,1389,77,26,56,10,15,15,21,6,21,14,13,6,3,27,"0",0.464285714285714,0.666666666666667,0.714285714285714
"7067","Marist",2022,0,1265,66,27,50,7,18,5,8,7,21,13,21,6,2,11,"0",0.54,0.388888888888889,0.625
"7068","Delaware St",2022,0,1175,70,23,43,6,11,18,26,4,20,8,26,9,9,17,"0",0.534883720930233,0.545454545454545,0.692307692307692
"7069","Cleveland St",2022,0,1156,72,29,57,6,19,8,10,4,18,19,9,7,2,18,"0",0.508771929824561,0.315789473684211,0.8
"7070","McNeese St",2022,0,1270,78,28,62,7,20,15,21,14,23,13,18,9,1,21,"0",0.451612903225806,0.35,0.714285714285714
"7071","Monmouth NJ",2022,1,1284,69,18,60,7,21,26,30,11,30,12,10,5,0,23,"0",0.3,0.333333333333333,0.866666666666667
"7072","Marquette",2022,0,1266,63,23,55,5,19,12,15,4,20,8,9,11,4,18,"0",0.418181818181818,0.263157894736842,0.8
"7073","Ohio St",2022,0,1326,78,29,63,9,29,11,14,9,18,15,6,6,4,22,"0",0.46031746031746,0.310344827586207,0.785714285714286
"7074","Canisius",2022,0,1145,62,21,61,8,25,12,23,9,26,13,13,6,2,19,"0",0.344262295081967,0.32,0.521739130434783
"7075","Valparaiso",2022,0,1434,55,23,55,3,17,6,10,7,22,7,13,4,3,9,"0",0.418181818181818,0.176470588235294,0.6
"7076","Quinnipiac",2022,0,1346,76,24,62,8,19,20,25,8,22,11,10,5,2,23,"0",0.387096774193548,0.421052631578947,0.8
"7077","St Francis NY",2022,0,1383,69,22,53,5,21,20,23,5,25,13,11,5,0,17,"0",0.415094339622642,0.238095238095238,0.869565217391304
"7078","Colorado",2022,0,1160,43,16,56,6,18,5,7,14,16,8,15,6,1,11,"0",0.285714285714286,0.333333333333333,0.714285714285714
"7079","Minnesota",2022,0,1278,60,23,53,6,18,8,9,4,25,4,11,4,2,17,"0",0.433962264150943,0.333333333333333,0.888888888888889
"7080","PFW",2022,0,1236,63,25,61,9,29,4,6,7,24,14,18,10,1,7,"0",0.409836065573771,0.310344827586207,0.666666666666667
"7081","Bethune-Cookman",2022,0,1126,52,19,49,4,14,10,17,8,24,10,17,8,2,13,"0",0.387755102040816,0.285714285714286,0.588235294117647
"7082","SIUE",2022,2,1188,63,23,65,6,19,11,15,10,29,12,8,6,4,14,"0",0.353846153846154,0.315789473684211,0.733333333333333
"7083","West Virginia",2022,0,1452,77,26,48,11,27,14,23,3,20,16,15,5,4,21,"0",0.541666666666667,0.407407407407407,0.608695652173913
"7084","Lafayette",2022,0,1248,61,24,59,8,26,5,10,7,23,16,8,6,5,14,"0",0.406779661016949,0.307692307692308,0.5
"7085","Notre Dame",2022,0,1323,43,17,61,3,18,6,9,9,24,8,11,7,5,8,"0",0.278688524590164,0.166666666666667,0.666666666666667
"7086","Alabama St",2022,0,1106,65,21,59,7,21,16,23,11,19,11,6,3,3,14,"0",0.355932203389831,0.333333333333333,0.695652173913043
"7087","Alcorn St",2022,0,1108,73,23,59,6,24,21,30,11,23,13,14,8,4,24,"0",0.389830508474576,0.25,0.7
"7088","Maine",2022,0,1263,66,26,58,7,26,7,11,7,15,15,12,6,1,20,"0",0.448275862068966,0.269230769230769,0.636363636363636
"7089","Boston Univ",2022,0,1131,70,26,63,12,29,6,8,11,18,13,10,7,5,16,"0",0.412698412698413,0.413793103448276,0.75
"7090","Kennesaw",2022,0,1244,50,21,55,4,23,4,8,4,20,8,8,6,2,11,"0",0.381818181818182,0.173913043478261,0.5
"7091","Morgan St",2022,0,1288,72,27,63,3,15,15,19,14,22,11,25,10,4,31,"0",0.428571428571429,0.2,0.789473684210526
"7092","Wofford",2022,0,1459,62,23,50,9,25,7,10,4,21,10,12,6,1,16,"0",0.46,0.36,0.7
"7093","W Illinois",2022,0,1442,75,25,56,7,21,18,19,8,17,14,15,7,4,17,"0",0.446428571428571,0.333333333333333,0.947368421052632
"7094","Tennessee Tech",2022,0,1399,56,22,65,5,14,7,11,15,25,14,15,8,5,9,"0",0.338461538461538,0.357142857142857,0.636363636363636
"7095","Norfolk St",2022,0,1313,67,24,54,7,24,12,23,11,30,12,19,8,3,23,"0",0.444444444444444,0.291666666666667,0.521739130434783
"7096","Iowa",2022,2,1234,86,27,77,11,31,21,28,14,28,17,8,7,3,22,"0",0.350649350649351,0.354838709677419,0.75
"7097","N Colorado",2022,0,1294,76,24,51,11,30,17,22,3,27,11,16,6,3,17,"0",0.470588235294118,0.366666666666667,0.772727272727273
"7098","Howard",2022,0,1224,55,17,49,8,22,13,16,7,29,8,22,1,3,18,"0",0.346938775510204,0.363636363636364,0.8125
"7099","North Dakota",2022,0,1315,64,21,61,6,26,16,18,9,26,9,11,5,2,20,"0",0.344262295081967,0.230769230769231,0.888888888888889
"7100","New Mexico",2022,0,1307,47,16,52,7,22,8,10,4,27,8,17,7,3,16,"0",0.307692307692308,0.318181818181818,0.8
"7101","Pacific",2022,0,1334,59,22,66,9,22,6,7,8,23,11,12,7,2,16,"0",0.333333333333333,0.409090909090909,0.857142857142857
"7102","Jackson St",2022,0,1238,64,22,50,5,19,15,25,14,20,16,19,6,5,18,"0",0.44,0.263157894736842,0.6
"7103","Northern Arizona",2022,0,1319,66,24,61,13,34,5,10,5,28,13,7,6,1,13,"0",0.39344262295082,0.382352941176471,0.5
"7104","Oklahoma",2022,0,1328,63,22,54,6,26,13,17,5,13,11,6,8,0,14,"0",0.407407407407407,0.230769230769231,0.764705882352941
"7105","Drexel",2022,0,1180,63,24,50,6,15,9,13,7,27,7,16,2,3,12,"0",0.48,0.4,0.692307692307692
"7106","SUNY Albany",2022,0,1107,61,22,51,11,22,6,7,5,16,9,11,4,2,18,"0",0.431372549019608,0.5,0.857142857142857
"7107","E Washington",2022,0,1186,84,34,66,10,27,6,9,4,24,20,14,6,0,24,"0",0.515151515151515,0.37037037037037,0.666666666666667
"7108","Colorado St",2022,1,1161,78,32,67,6,20,8,11,7,20,12,12,10,3,23,"0",0.477611940298507,0.3,0.727272727272727
"7109","Alabama",2022,0,1104,81,25,70,14,37,17,22,13,22,13,10,6,5,30,"0",0.357142857142857,0.378378378378378,0.772727272727273
"7110","Bowling Green",2022,0,1132,74,28,63,10,25,8,16,13,26,10,19,6,3,21,"0",0.444444444444444,0.4,0.5
"7111","Connecticut",2022,0,1163,55,20,67,5,21,10,14,16,22,8,7,8,6,12,"0",0.298507462686567,0.238095238095238,0.714285714285714
"7112","St Bonaventure",2022,0,1382,76,26,56,5,17,19,25,9,20,13,12,6,2,19,"0",0.464285714285714,0.294117647058824,0.76
"7113","San Jose St",2022,0,1363,43,17,46,4,23,5,6,4,15,10,11,5,0,17,"0",0.369565217391304,0.173913043478261,0.833333333333333
"7114","Iowa St",2022,0,1235,61,26,63,5,22,4,6,5,18,16,13,9,2,17,"0",0.412698412698413,0.227272727272727,0.666666666666667
"7115","Miami OH",2022,0,1275,65,25,61,8,26,7,11,8,27,8,14,3,5,17,"0",0.409836065573771,0.307692307692308,0.636363636363636
"7116","Nebraska",2022,0,1304,79,30,59,7,18,12,15,3,19,9,11,6,2,22,"0",0.508474576271186,0.388888888888889,0.8
"7117","Maryland",2022,0,1268,63,21,49,4,17,17,20,7,20,9,12,6,4,14,"0",0.428571428571429,0.235294117647059,0.85
"7118","LSU",2022,0,1261,72,28,65,8,22,8,13,17,15,15,16,11,2,22,"0",0.430769230769231,0.363636363636364,0.615384615384615
"7119","South Carolina",2022,0,1376,64,24,58,5,18,11,16,6,14,10,10,10,4,18,"0",0.413793103448276,0.277777777777778,0.6875
"7120","W Michigan",2022,0,1444,56,23,54,5,20,5,11,9,18,7,11,2,3,15,"0",0.425925925925926,0.25,0.454545454545455
"7121","Louisville",2022,1,1257,83,28,70,15,35,12,15,10,29,14,11,5,4,21,"0",0.4,0.428571428571429,0.8
"7122","Rutgers",2022,1,1353,78,26,58,4,17,22,27,9,21,15,16,11,1,18,"0",0.448275862068966,0.235294117647059,0.814814814814815
"7123","Ball St",2022,0,1123,63,20,52,9,29,14,20,3,21,11,15,6,2,24,"0",0.384615384615385,0.310344827586207,0.7
"7124","St John's",2022,0,1385,82,35,71,8,24,4,11,12,19,22,16,7,3,24,"0",0.492957746478873,0.333333333333333,0.363636363636364
"7125","Duquesne",2022,0,1182,57,24,61,4,21,5,7,13,19,12,9,6,3,13,"0",0.39344262295082,0.19047619047619,0.714285714285714
"7126","Georgetown",2022,0,1207,63,26,69,7,25,4,5,13,20,10,10,11,4,20,"0",0.376811594202899,0.28,0.8
"7127","Canisius",2022,0,1145,65,25,57,8,19,7,14,10,26,11,15,5,1,15,"0",0.43859649122807,0.421052631578947,0.5
"7128","California",2022,0,1143,50,18,51,3,14,11,12,4,24,5,8,2,0,16,"0",0.352941176470588,0.214285714285714,0.916666666666667
"7129","Texas A&M",2022,0,1401,80,26,56,7,22,21,25,9,14,11,16,13,1,21,"0",0.464285714285714,0.318181818181818,0.84
"7130","Texas",2022,0,1400,64,22,55,6,23,14,19,5,20,10,13,7,2,25,"0",0.4,0.260869565217391,0.736842105263158
"7131","E Michigan",2022,0,1185,66,24,64,8,23,10,13,6,22,9,11,6,3,15,"0",0.375,0.347826086956522,0.769230769230769
"7132","UC Riverside",2022,0,1415,60,22,59,5,19,11,16,11,23,6,11,8,3,11,"0",0.372881355932203,0.263157894736842,0.6875
"7133","Nevada",2022,0,1305,58,19,55,3,17,17,18,7,21,7,11,7,7,16,"0",0.345454545454545,0.176470588235294,0.944444444444444
"7134","Air Force",2022,0,1102,46,18,50,2,15,8,11,0,13,11,9,10,0,19,"0",0.36,0.133333333333333,0.727272727272727
"7135","Boston College",2022,0,1130,55,19,47,5,21,12,12,6,19,7,12,3,3,21,"0",0.404255319148936,0.238095238095238,1
"7136","Tulsa",2022,0,1409,48,17,52,4,18,10,18,4,30,5,17,6,0,16,"0",0.326923076923077,0.222222222222222,0.555555555555556
"7137","Chicago St",2022,0,1152,73,25,46,11,23,12,18,6,19,11,22,3,3,22,"0",0.543478260869565,0.478260869565217,0.666666666666667
"7138","Georgia",2022,0,1208,73,24,53,8,17,17,26,4,25,16,19,8,3,14,"0",0.452830188679245,0.470588235294118,0.653846153846154
"7139","Stony Brook",2022,0,1392,61,20,63,11,35,10,14,7,22,13,9,6,4,11,"0",0.317460317460317,0.314285714285714,0.714285714285714
"7140","Florida St",2022,0,1199,69,26,54,7,22,10,16,3,17,16,8,9,6,17,"0",0.481481481481481,0.318181818181818,0.625
"7141","Bucknell",2022,0,1137,69,24,55,8,24,13,19,5,15,12,10,9,3,13,"0",0.436363636363636,0.333333333333333,0.684210526315789
"7142","Delaware St",2022,0,1175,57,19,58,6,16,13,14,11,34,11,18,4,7,14,"0",0.327586206896552,0.375,0.928571428571429
"7143","VCU",2022,0,1433,52,18,44,2,11,14,16,6,14,10,16,6,6,14,"0",0.409090909090909,0.181818181818182,0.875
"7144","Indiana St",2022,0,1232,67,22,51,10,25,13,14,2,19,13,13,4,2,14,"0",0.431372549019608,0.4,0.928571428571429
"7145","Missouri",2022,0,1281,65,24,48,5,13,12,17,5,19,14,11,9,3,22,"0",0.5,0.384615384615385,0.705882352941177
"7146","Rhode Island",2022,0,1348,55,20,54,7,17,8,20,8,22,15,14,10,5,17,"0",0.37037037037037,0.411764705882353,0.4
"7147","Citadel",2022,0,1154,83,26,60,15,32,16,19,9,24,16,17,5,5,13,"0",0.433333333333333,0.46875,0.842105263157895
"7148","La Salle",2022,0,1247,87,31,70,12,30,13,17,19,24,18,13,5,1,17,"0",0.442857142857143,0.4,0.764705882352941
"7149","High Point",2022,0,1219,57,19,47,4,20,15,19,6,27,12,20,5,4,16,"0",0.404255319148936,0.2,0.789473684210526
"7150","Tulane",2022,0,1408,62,19,58,4,19,20,23,7,26,7,12,10,4,16,"0",0.327586206896552,0.210526315789474,0.869565217391304
"7151","Wisconsin",2022,0,1458,67,26,68,3,24,12,15,12,26,8,6,3,0,19,"0",0.382352941176471,0.125,0.8
"7152","Oklahoma St",2022,0,1329,68,27,57,8,25,6,7,7,21,16,13,4,4,12,"0",0.473684210526316,0.32,0.857142857142857
"7153","Vanderbilt",2022,0,1435,70,24,52,7,16,15,23,5,29,8,16,5,1,25,"0",0.461538461538462,0.4375,0.652173913043478
"7154","American Univ",2022,0,1110,62,22,55,4,15,14,19,8,18,12,9,5,3,16,"0",0.4,0.266666666666667,0.736842105263158
"7155","Navy",2022,0,1298,62,20,51,5,12,17,22,8,24,9,12,5,3,17,"0",0.392156862745098,0.416666666666667,0.772727272727273
"7156","UNC Asheville",2022,0,1421,48,15,46,4,18,14,19,7,20,7,14,3,6,16,"0",0.326086956521739,0.222222222222222,0.736842105263158
"7157","Army",2022,0,1119,57,23,51,6,13,5,11,3,21,10,17,13,2,13,"0",0.450980392156863,0.461538461538462,0.454545454545455
"7158","Illinois St",2022,0,1229,64,23,52,5,19,13,20,6,19,7,18,9,6,14,"0",0.442307692307692,0.263157894736842,0.65
"7159","Maine",2022,0,1263,50,18,56,5,15,9,13,12,18,7,15,9,5,12,"0",0.321428571428571,0.333333333333333,0.692307692307692
"7160","Villanova",2022,0,1437,73,23,60,10,34,17,20,8,15,15,10,9,0,18,"0",0.383333333333333,0.294117647058824,0.85
"7161","S Illinois",2022,0,1356,54,21,58,3,20,9,12,2,13,7,7,5,2,16,"0",0.362068965517241,0.15,0.75
"7162","Hartford",2022,0,1216,64,22,64,8,30,12,15,10,26,6,8,6,5,13,"0",0.34375,0.266666666666667,0.8
"7163","Bradley",2022,0,1133,65,26,59,7,25,6,8,9,27,9,18,7,3,13,"0",0.440677966101695,0.28,0.75
"7164","Miami FL",2022,0,1274,64,26,60,8,25,4,6,6,25,17,6,5,4,12,"0",0.433333333333333,0.32,0.666666666666667
"7165","Campbell",2022,0,1144,58,23,58,6,19,6,11,3,18,12,10,6,4,17,"0",0.396551724137931,0.315789473684211,0.545454545454545
"7166","Minnesota",2022,0,1278,73,27,58,11,22,8,12,3,16,16,5,4,3,15,"0",0.46551724137931,0.5,0.666666666666667
"7167","Charleston So",2022,0,1149,52,18,49,8,22,8,11,8,20,8,17,9,2,20,"0",0.36734693877551,0.363636363636364,0.727272727272727
"7168","Chattanooga",2022,0,1151,72,28,61,10,25,6,11,10,23,14,17,8,0,18,"0",0.459016393442623,0.4,0.545454545454545
"7169","Hampton",2022,0,1214,78,27,60,4,16,20,25,6,25,15,11,4,4,24,"0",0.45,0.25,0.8
"7170","George Mason",2022,2,1206,90,31,68,9,21,19,28,11,31,11,17,4,5,19,"0",0.455882352941176,0.428571428571429,0.678571428571429
"7171","NC State",2022,0,1301,82,29,67,16,39,8,8,9,18,20,7,8,2,15,"0",0.432835820895522,0.41025641025641,1
"7172","East Carolina",2022,0,1187,63,19,58,5,23,20,26,10,19,13,12,7,2,23,"0",0.327586206896552,0.217391304347826,0.769230769230769
"7173","Lamar",2022,0,1249,79,32,74,6,25,9,10,8,17,18,9,10,0,18,"0",0.432432432432432,0.24,0.9
"7174","SUNY Albany",2022,0,1107,53,22,59,5,20,4,4,5,25,10,13,7,4,14,"0",0.372881355932203,0.25,1
"7175","NJIT",2022,0,1312,67,26,51,9,23,6,9,2,17,10,13,6,3,16,"0",0.509803921568627,0.391304347826087,0.666666666666667
"7176","Georgia Tech",2022,0,1210,66,24,60,10,25,8,8,7,18,8,12,7,2,23,"0",0.4,0.4,1
"7177","UNC Greensboro",2022,0,1422,65,25,60,7,28,8,11,8,14,13,7,6,3,15,"0",0.416666666666667,0.25,0.727272727272727
"7178","ETSU",2022,0,1190,84,30,63,15,26,9,13,6,23,15,7,2,4,16,"0",0.476190476190476,0.576923076923077,0.692307692307692
"7179","Pittsburgh",2022,0,1338,75,29,60,7,16,10,15,10,19,13,13,12,2,22,"0",0.483333333333333,0.4375,0.666666666666667
"7180","Butler",2022,0,1139,66,25,57,7,22,9,11,5,24,10,11,4,0,18,"0",0.43859649122807,0.318181818181818,0.818181818181818
"7181","UCLA",2022,0,1417,66,28,72,3,14,7,12,11,23,12,8,7,1,23,"0",0.388888888888889,0.214285714285714,0.583333333333333
"7182","Tennessee St",2022,0,1398,61,23,56,5,21,10,14,8,19,13,15,8,1,16,"0",0.410714285714286,0.238095238095238,0.714285714285714
"7183","St Francis PA",2022,0,1384,82,30,70,13,31,9,20,12,23,17,17,9,2,18,"0",0.428571428571429,0.419354838709677,0.45
"7184","W Michigan",2022,0,1444,55,19,49,8,29,9,18,7,19,4,10,6,1,21,"0",0.387755102040816,0.275862068965517,0.5
"7185","William & Mary",2022,0,1456,61,20,56,5,24,16,22,4,16,8,12,10,3,13,"0",0.357142857142857,0.208333333333333,0.727272727272727
"7186","Cal Poly",2022,0,1142,50,18,49,8,21,6,7,9,29,11,22,6,3,21,"0",0.36734693877551,0.380952380952381,0.857142857142857
"7187","North Dakota",2022,1,1315,79,27,67,15,36,10,18,9,26,19,13,4,1,21,"0",0.402985074626866,0.416666666666667,0.555555555555556
"7188","Delaware",2022,0,1174,68,26,61,5,21,11,17,9,22,13,7,4,0,13,"0",0.426229508196721,0.238095238095238,0.647058823529412
"7189","Kennesaw",2022,3,1244,81,33,79,9,28,6,14,18,31,21,11,8,4,18,"0",0.417721518987342,0.321428571428571,0.428571428571429
"7190","UNC Wilmington",2022,0,1423,65,20,58,9,30,16,18,10,10,8,9,6,2,22,"0",0.344827586206897,0.3,0.888888888888889
"7191","Louisiana Tech",2022,0,1256,73,27,62,9,27,10,15,9,20,14,11,7,1,21,"0",0.435483870967742,0.333333333333333,0.666666666666667
"7192","Cent Arkansas",2022,1,1146,93,37,81,11,30,8,12,16,30,17,14,6,2,15,"0",0.45679012345679,0.366666666666667,0.666666666666667
"7193","Southern Miss",2022,0,1379,67,27,56,8,18,5,8,8,23,15,9,2,3,14,"0",0.482142857142857,0.444444444444444,0.625
"7194","South Alabama",2022,0,1375,57,21,52,4,17,11,16,8,18,5,12,10,4,14,"0",0.403846153846154,0.235294117647059,0.6875
"7195","San Diego",2022,0,1360,62,22,62,5,14,13,19,7,24,4,12,4,4,14,"0",0.354838709677419,0.357142857142857,0.684210526315789
